HouseSize,NumBedrooms,NumBathrooms,GarageSpaces,Age,LocationScore,Price
3968,4,3,1,23,6.2,295917
1147,2,2,2,22,9.2,202922
2731,3,1,2,25,9.9,162300
3442,3,1,1,12,6.1,407921
3567,4,1,1,20,7.8,351165
1948,2,3,1,16,7.1,554682
3504,3,3,1,29,9.2,696013
1046,5,3,2,29,5.0,676363
2251,5,2,1,25,7.2,479920
1035,5,2,2,21,8.4,173376
3257,2,1,2,23,9.5,309977
2175,4,1,1,3,9.0,465898
3109,2,3,1,11,7.1,339082
2653,2,1,1,12,8.7,539910
2205,3,3,1,18,6.1,326505
1524,5,1,2,19,8.0,197030
2453,2,3,1,4,8.2,420084
1506,5,1,1,10,8.3,675328
2455,4,2,1,20,5.7,484635
3158,3,1,2,10,6.1,231949
1679,4,1,1,19,6.6,500617
2683,5,2,2,7,7.9,325264
2258,2,2,2,24,7.5,630988
2901,5,1,1,23,5.7,599684
1946,5,2,1,28,7.7,363658
3987,5,2,2,5,8.5,265725
1594,2,2,2,2,5.9,476249
2486,3,3,1,29,7.8,597672
3043,2,3,2,18,7.6,682200
2113,2,2,1,28,8.3,581463
1101,4,3,1,24,8.5,450525
3424,2,2,2,26,7.2,590362
1184,5,1,1,19,8.0,162686
3632,5,1,2,27,5.4,436742
3738,5,1,1,21,6.3,197037
3082,5,1,1,6,7.1,367096
1986,3,1,1,25,9.3,356724
1523,3,2,2,13,9.7,252197
3668,4,2,1,13,9.8,378951
3408,4,1,1,16,7.2,407846
3468,2,2,1,15,7.7,356921
3001,2,1,2,9,7.2,171194
2247,4,3,2,20,5.3,545874
2840,3,2,2,2,9.4,324729
1586,5,1,1,27,8.2,611024
3653,4,1,1,15,5.7,427488
2570,3,2,2,13,6.1,440121
1714,3,1,2,20,8.5,387920
3801,4,2,2,16,7.8,215768
3416,3,3,2,3,7.6,578862
2546,5,2,2,17,8.8,236688
1770,3,2,2,20,5.7,635413
2401,2,3,1,5,5.7,298992
2007,2,3,1,28,9.1,677820
1075,3,3,1,15,7.9,481783
2966,2,1,1,27,8.6,548964
3548,4,3,1,4,5.9,485083
3320,2,2,2,8,5.1,416039
3880,3,1,2,14,7.8,394099
1260,2,1,1,1,8.9,527581
3563,4,3,1,8,5.4,446494
1915,3,3,2,8,9.3,345527
1593,2,3,2,26,6.7,598812
3430,3,1,1,4,7.9,169378
3887,2,3,2,3,6.8,263182
1664,3,3,2,8,6.9,685553
2291,2,3,2,11,5.6,409212
1150,5,3,1,23,6.4,267523
2243,5,3,1,15,7.4,611290
1642,4,1,1,9,6.9,270391
1904,4,1,2,4,6.6,264753
2096,4,2,2,25,9.0,645587
2753,4,2,2,1,5.0,696525
3342,4,2,1,7,7.7,542434
2588,2,1,2,6,7.4,262606
3392,2,3,2,17,8.4,166549
3965,5,3,1,10,8.0,638990
3564,2,3,1,22,6.0,457770
3463,2,2,2,29,5.7,514772
1755,4,1,2,2,5.2,615500
3251,4,2,2,8,6.1,240107
3725,3,2,2,15,6.5,424860
2799,3,2,1,17,9.6,431988
2322,5,3,1,23,6.9,157316
3235,3,3,2,16,7.7,175858
3783,4,3,1,27,6.6,552689
1310,2,2,2,12,8.6,217597
2993,5,2,1,15,9.5,319814
2459,5,1,1,10,7.5,354443
3642,2,3,1,25,8.1,276798
2817,5,2,1,17,5.4,263290
2849,3,1,2,11,8.6,415436
3393,5,2,1,25,5.5,462660
1301,4,2,1,3,9.6,561065
2624,4,2,1,19,6.4,219834
2971,3,1,2,5,9.7,389600
2339,3,1,2,12,8.1,261511
2964,3,1,2,20,6.1,547957
2178,2,3,1,10,9.5,409861
3677,5,1,1,26,5.7,492448
3987,5,3,2,28,5.7,492938
1633,5,2,1,2,7.2,556123
1416,3,3,1,28,6.2,685793
2822,2,1,1,11,7.7,496167
2678,4,3,2,19,7.2,465789
1096,2,1,2,8,9.7,308104
2725,3,2,2,15,5.5,284058
1513,5,1,1,27,5.4,372443
3479,2,1,2,1,6.7,512207
3413,4,3,2,18,8.7,241564
3522,3,1,1,13,9.9,167699
2039,5,1,2,25,5.9,274002
2226,3,3,2,7,5.6,176587
3133,4,3,2,9,5.1,412627
1106,3,1,1,6,5.0,339669
2630,5,1,1,2,6.5,242911
1256,2,3,1,1,8.9,236574
2617,2,2,1,11,9.6,212123
2243,4,3,2,19,10.0,545514
3859,5,3,1,10,9.6,517231
1950,3,1,1,11,5.6,235221
3429,2,3,1,28,8.6,256864
1431,5,3,1,19,6.1,381454
1790,3,2,2,23,6.2,598175
3847,4,1,2,15,8.7,525039
1372,3,1,2,28,9.7,673077
3018,3,2,1,17,10.0,481817
1830,5,3,2,12,5.2,475412
3220,4,2,2,20,6.1,629819
1721,2,3,1,8,5.1,206293
3288,5,3,2,13,9.6,423861
1198,2,2,1,1,7.2,457615
1262,3,1,2,23,8.9,641457
2417,2,1,2,24,8.0,677149
1077,5,3,1,12,6.5,289896
2720,5,1,2,28,5.4,508812
3441,5,2,2,27,5.8,402571
1469,2,2,2,20,8.6,381911
2858,4,2,2,6,5.6,541363
3569,4,2,1,11,9.5,431511
2134,4,2,2,24,8.0,318170
2188,3,1,2,16,6.3,259544
1284,5,3,1,9,6.9,406143
2524,5,2,1,22,9.1,279501
1970,4,3,2,7,8.4,588477
1892,2,3,2,25,7.4,581984
2165,5,2,1,9,8.6,648964
2538,4,3,2,6,8.5,238947
3469,2,1,2,14,5.6,627573
2758,4,3,2,4,7.2,521400
2539,3,3,1,6,7.5,656731
1111,2,2,2,21,6.1,697234
3018,3,1,1,22,7.8,333011
3896,5,2,1,14,7.7,314633
2779,2,2,2,6,7.9,440144
1594,4,1,1,1,6.9,229795
1818,5,2,2,3,8.0,388934
2981,3,3,1,21,5.8,547411
3538,2,1,2,14,6.9,387497
1978,3,1,2,23,6.3,191402
1028,2,2,2,28,9.7,379246
2827,2,1,2,1,7.1,684798
1309,3,2,1,10,5.3,311367
2383,2,3,1,19,5.8,252856
2578,3,2,1,16,7.9,327279
1197,3,2,2,17,9.1,378230
3588,3,1,2,12,8.3,358968
1127,3,1,2,10,9.4,423849
1171,4,2,2,16,8.1,155144
2107,3,3,2,22,7.2,292163
1062,3,2,2,22,8.4,287610
3890,5,3,2,23,9.1,535885
3697,2,2,1,12,9.4,660787
2243,5,1,2,28,5.6,445149
1739,3,3,2,15,8.9,303035
3891,5,2,1,26,9.1,310627
3912,2,3,1,5,5.2,376404
1166,3,3,2,25,6.1,176928
3079,4,2,1,9,8.7,176500
2883,2,3,1,22,6.0,610683
2849,5,2,2,24,7.2,619962
3419,2,2,1,28,6.6,546078
1875,5,3,2,9,7.5,611473
3403,5,2,2,6,9.9,188350
3298,4,1,1,29,6.8,162939
3792,3,3,1,11,7.8,681924
2844,4,1,1,16,8.9,397236
1279,4,1,1,2,6.3,204902
2146,4,1,2,14,9.2,420312
1828,2,1,1,20,9.5,581556
1815,4,1,1,9,7.9,582835
2679,5,1,2,23,5.1,645523
2060,2,2,1,18,5.4,362371
2985,5,2,1,11,8.0,452220
3654,5,3,1,4,7.7,391738
3021,5,1,1,8,6.7,214359
1810,3,2,2,21,6.3,373080
1512,3,1,2,3,5.7,536246
3950,3,3,1,16,9.4,340439
1733,5,2,1,10,7.1,478303
1287,2,2,2,19,6.2,335465
3845,5,2,1,5,6.6,461747
3064,5,1,2,24,9.4,529008
2987,4,1,2,18,7.5,324118
3330,2,2,2,20,9.3,173519
2286,3,1,2,4,7.8,610842
1233,5,3,2,6,7.2,321118
1267,4,2,1,10,6.2,502641
3871,2,2,2,4,6.8,335033
1893,4,1,1,23,7.5,243233
2323,5,1,1,7,8.3,359760
3371,4,3,1,17,8.0,243587
1532,4,2,2,9,5.0,251104
1475,2,3,2,12,5.5,478902
1511,4,3,1,24,7.0,509958
3679,3,2,2,5,6.9,340952
2500,2,3,2,27,8.0,606138
1270,2,2,1,26,7.7,172018
1270,3,1,1,4,8.8,696896
3128,3,2,2,13,9.9,628559
1447,5,1,2,2,5.3,214091
1373,2,1,2,17,8.2,537209
1043,4,1,1,1,8.2,350635
1916,3,3,1,5,9.1,598937
2019,5,3,1,2,5.4,679790
3583,5,1,2,15,8.5,163897
2314,3,3,2,25,9.9,563758
3881,5,3,2,18,6.4,183571
2302,3,2,1,8,6.6,351077
3837,4,2,1,14,9.2,151034
1441,5,1,1,19,8.5,354405
3628,4,2,1,5,6.2,296403
2000,2,1,1,2,7.7,325856
1792,4,3,1,4,5.2,568276
3390,5,3,2,17,7.2,439048
3321,2,1,2,3,6.3,689439
3821,2,3,2,17,9.6,324119
2249,5,2,2,25,5.2,385498
1342,3,2,2,7,9.2,172774
1250,2,1,1,9,9.8,582515
2802,5,2,1,14,7.9,567801
3622,5,2,1,23,5.8,462935
2565,2,3,1,10,6.1,377501
1139,3,1,1,10,6.7,663069
3206,5,1,2,14,6.4,633961
1327,2,3,1,15,9.7,337174
1990,2,1,1,17,9.5,280665
3090,4,3,2,7,7.8,453846
3375,5,1,1,11,8.6,675609
1665,5,1,2,12,5.3,240530
1492,5,1,2,23,8.0,545308
1822,2,3,2,3,5.2,388510
2142,5,3,2,13,5.7,622726
1339,4,3,1,6,6.6,553600
3073,5,2,2,16,5.1,429158
3221,2,1,1,25,7.4,245404
2401,3,2,2,23,5.3,469790
1490,2,2,2,27,6.5,429797
1884,3,1,1,19,9.2,435696
1851,4,3,1,1,6.1,343397
3297,4,1,2,27,7.0,185674
3597,4,2,1,4,7.8,198348
3209,3,3,2,12,8.1,555269
3492,3,1,2,3,9.7,446688
1876,3,1,2,20,7.3,606675
2543,2,1,2,2,10.0,287844
3213,5,1,1,27,5.9,515203
1354,5,3,1,8,7.4,184146
3320,2,3,1,19,7.1,329586
2709,4,3,2,13,6.8,194920
2512,4,3,2,6,8.0,487123
2857,5,3,1,17,7.1,507552
3249,5,3,1,17,7.0,273523
3135,2,2,1,25,9.7,413786
2348,2,2,2,22,9.7,418817
3328,5,3,1,21,5.3,288007
2030,2,3,2,5,6.1,618623
2394,5,3,1,2,8.6,250126
1767,4,2,1,16,6.3,223595
3109,2,3,1,11,7.6,258659
3506,2,3,2,6,6.4,548761
1797,4,2,2,15,6.9,535245
2263,5,3,1,18,6.9,446380
2016,2,1,1,16,7.5,385549
1028,2,2,2,15,6.6,566391
1466,3,2,2,16,7.9,548236
2685,5,2,1,20,8.4,383057
3132,2,2,1,22,7.9,495105
2301,2,2,1,23,9.9,310927
3970,4,2,2,9,6.1,626348
1448,5,2,2,15,6.8,479333
3414,5,2,1,25,6.7,164124
3435,5,2,1,18,9.1,525373
2845,2,3,1,17,6.4,483424
3853,5,1,1,25,6.7,578293
3055,4,1,1,13,8.6,408973
2400,3,1,2,2,5.9,407654
3699,3,3,2,20,6.9,436244
3028,2,1,2,29,9.3,438271
3434,5,2,1,5,7.9,678337
2541,4,3,2,21,8.2,546281
3833,5,3,1,22,6.2,304664
2925,3,2,2,22,5.0,653811
3894,4,3,2,26,5.1,459535
2105,5,2,1,6,6.3,602338
2257,3,2,1,8,9.8,327955
1110,4,3,2,1,7.1,565018
3668,4,3,2,13,6.5,218882
2054,5,2,1,6,6.2,187697
2795,4,1,1,23,10.0,698978
1128,3,2,1,15,6.1,546797
2885,4,2,1,26,5.7,559571
3348,3,2,2,24,7.6,518881
3732,5,3,1,13,6.6,339815
2260,5,1,1,24,8.2,439671
3675,3,3,1,29,6.4,284500
3302,4,1,1,8,8.7,294548
3461,5,1,2,29,7.9,581414
2627,3,3,1,8,8.5,434204
1930,4,1,2,9,8.8,534177
2010,3,3,1,6,5.9,619206
2252,5,1,1,5,6.8,176838
2211,3,2,1,18,6.0,579968
2045,4,3,1,16,8.2,595944
1063,4,2,1,22,9.7,418326
2758,4,2,1,21,5.8,331419
2637,5,3,1,2,6.9,190139
3705,2,3,1,21,7.6,152536
2743,5,3,2,16,8.3,427780
3945,3,3,1,19,5.8,275113
3191,5,3,1,6,7.7,158698
3774,4,3,1,29,5.8,499707
2773,2,1,2,27,6.3,365386
2260,4,3,2,9,6.7,166529
2973,5,3,2,29,8.2,208996
2485,4,1,1,2,6.4,291732
3674,2,2,1,23,8.7,590452
2730,2,3,1,17,9.9,441350
1267,5,2,1,16,6.5,483892
2929,2,1,2,10,6.7,358968
3546,3,2,1,2,7.1,281328
3856,5,2,1,9,9.4,370679
1947,3,3,2,15,6.4,355184
1047,5,2,1,21,7.1,367748
1772,4,1,2,4,5.7,607701
2930,2,2,1,29,6.8,618763
3302,4,3,1,1,9.0,410964
1646,4,3,1,25,7.8,483068
3248,4,2,2,2,7.7,329463
1492,2,1,2,28,9.2,444639
1018,5,3,1,24,5.5,491868
2026,2,1,1,18,8.6,694036
3245,2,3,1,6,5.2,668999
1505,3,2,2,12,9.5,418155
2253,3,1,1,22,6.0,593811
2636,2,3,1,4,8.0,585995
1362,5,1,2,7,5.6,290498
3205,2,1,2,24,7.7,416315
2179,2,1,2,19,6.0,229101
3705,5,2,2,7,9.0,265195
1442,3,2,1,18,6.5,318388
1395,3,2,1,15,6.4,209292
2352,4,1,1,3,6.9,166640
1344,2,2,1,4,6.1,384900
2539,2,3,1,14,8.0,224273
2648,3,2,2,24,9.4,242791
3059,3,1,2,13,8.7,185977
1131,4,3,1,10,8.9,664579
2980,2,3,1,23,8.3,374628
2959,3,3,1,23,6.5,579015
2534,5,1,1,1,9.8,243391
3005,2,1,2,2,7.4,404529
1157,3,1,2,4,8.9,387245
3997,5,2,2,3,6.1,643783
1067,4,1,2,4,7.2,451469
2592,2,3,1,1,7.6,290847
3251,5,1,2,13,7.7,628211
2103,4,3,2,13,9.7,434914
3349,5,1,1,17,8.8,445479
1602,3,3,1,3,8.6,478242
3127,2,3,1,4,8.0,301019
2035,3,3,1,2,5.8,327816
3181,3,3,1,16,5.6,617923
1926,3,2,2,22,6.0,566991
2604,5,2,2,3,6.8,679945
1315,5,2,2,28,9.7,544426
1544,5,1,1,26,9.1,185698
1637,5,3,1,18,5.5,512909
1557,5,1,1,15,9.2,347425
3333,4,3,1,17,7.0,169764
1250,2,3,1,2,8.2,560643
2179,3,2,2,28,5.9,378322
1795,3,2,1,19,5.8,563706
2053,4,1,1,8,9.1,180388
1126,5,1,1,23,7.2,666528
3120,5,2,2,13,8.9,373358
2099,2,3,2,21,8.8,499014
3145,3,3,1,11,9.7,498311
2782,3,1,2,1,9.6,677830
3080,5,1,2,27,8.3,326996
2714,2,1,1,2,8.1,377764
2222,2,2,2,13,9.3,480363
3334,4,1,2,14,8.6,484695
2686,3,3,2,20,7.2,561904
2147,4,3,1,29,6.3,302380
2315,5,2,1,15,6.8,530124
1468,4,3,2,15,6.5,545524
2599,2,3,2,18,7.1,524650
1772,5,3,2,22,9.9,464450
1689,4,1,2,14,9.5,358801
1884,5,3,1,29,6.5,344596
2181,3,3,2,15,6.1,448796
2727,3,3,1,3,5.2,432482
3877,3,2,1,20,9.9,630312
1603,2,3,1,16,7.9,523424
1360,2,1,2,19,9.8,374109
3138,3,3,2,24,7.2,244744
1585,3,3,1,2,5.7,166153
2970,2,1,1,11,10.0,640389
3271,5,2,1,27,5.6,620332
2809,5,3,1,9,5.4,331052
2735,3,2,1,6,5.7,425065
3851,3,3,1,26,8.7,611088
1201,4,3,2,16,5.7,421583
2756,2,2,2,13,7.9,417320
3096,5,1,2,12,6.2,658183
1375,2,2,1,10,6.9,330665
3677,3,3,2,24,6.8,648063
3627,4,2,2,2,7.3,546799
3366,2,3,2,1,6.4,685077
3341,5,3,1,6,9.4,475942
1055,2,2,1,11,9.9,203728
2454,2,3,1,12,7.6,375078
3086,4,2,1,27,7.4,155216
1561,4,1,1,10,8.0,668825
3312,5,3,2,28,5.5,187998
2217,4,1,2,15,6.5,616205
2346,5,2,2,16,8.8,587805
2086,2,3,2,17,8.0,525681
3064,5,1,1,3,9.2,323727
2213,2,2,1,20,6.7,493678
1194,5,3,2,13,6.7,434195
3463,4,2,2,17,7.3,351490
1020,4,2,1,18,6.4,581135
2124,4,3,2,7,6.4,221364
2806,5,2,1,23,7.0,199158
1052,5,1,2,12,7.3,619961
1455,5,2,1,2,8.2,640610
2925,3,3,1,27,6.8,583863
2650,5,2,2,2,8.7,352885
1750,5,3,2,8,8.8,493979
1819,4,1,1,18,9.6,387246
1407,2,2,2,17,8.6,585833
2785,5,3,1,27,5.9,417995
1859,4,3,1,13,5.5,442355
1774,4,1,1,19,5.3,350592
2737,3,2,1,13,6.3,623347
3168,5,1,1,28,6.7,572783
2089,5,2,1,23,6.8,220168
2099,2,3,2,15,5.0,253999
1855,4,3,1,15,5.8,515856
3556,3,3,2,13,5.3,597256
2734,4,3,1,6,9.9,377268
3856,3,2,1,20,6.8,570871
2060,3,3,1,14,8.5,654167
1908,3,1,1,23,7.9,242638
1931,3,1,1,8,8.9,506962
1062,2,2,1,4,9.1,300758
2477,3,2,1,13,7.0,266324
2854,5,2,1,23,7.3,332083
1442,2,1,1,12,5.0,295502
1588,2,1,2,21,8.3,463011
3432,4,3,1,1,6.1,644386
2025,2,1,1,20,6.9,167354
2748,4,2,1,19,7.6,686404
1717,2,1,2,22,7.2,666675
2626,5,1,1,19,8.0,404587
2136,2,1,2,8,9.8,430053
2173,2,2,2,28,8.8,277324
2614,2,3,1,20,9.4,235896
2293,4,3,1,11,7.9,324093
2000,5,1,1,11,9.6,576804
2897,2,3,1,7,8.8,376954
3449,4,2,1,29,8.2,415330
3309,2,3,2,27,6.1,355174
1026,3,1,2,2,6.3,229344
3751,4,3,1,29,6.3,622256
2435,5,1,1,29,6.2,245180
2773,3,2,1,17,6.0,320013
1525,4,3,2,10,8.6,288868
3861,2,2,1,29,7.6,386631
1568,5,2,1,18,6.5,272251
1058,4,3,2,18,8.6,192439
2238,2,3,2,17,8.5,419934
3911,4,1,2,27,8.2,491138
3268,2,2,1,14,8.7,694196
1391,4,2,2,4,6.0,672716
3330,5,3,1,7,8.3,476728
3321,5,3,2,18,7.6,488778
3756,3,3,1,9,9.8,688803
2579,4,1,1,29,6.5,341091
3479,4,2,1,24,5.2,277219
3173,5,3,1,8,6.5,573680
2372,4,3,2,27,8.2,194830
3054,2,3,1,28,9.3,592428
1903,3,2,1,3,5.6,659138
3741,2,1,1,10,6.5,238114
2528,3,1,1,23,10.0,415310
3074,4,1,2,12,9.5,184766
1715,5,1,1,5,5.7,519534
2117,2,3,1,20,6.0,172305
1433,2,1,2,8,6.7,334565
1477,4,3,1,20,5.8,648366
3935,2,3,1,24,9.7,513992
3488,3,2,2,4,7.5,253356
1439,2,2,2,28,5.0,685887
1732,4,2,2,20,5.2,462970
1151,4,3,2,22,5.8,198615
3745,2,1,1,2,9.5,393727
2673,3,3,1,28,5.6,150850
3688,4,2,2,6,6.8,257497
1403,5,3,1,12,6.1,362345
3503,3,2,1,27,9.1,223167
3598,2,2,1,20,9.5,216169
2788,5,2,1,19,9.1,345448
2976,5,2,2,14,7.3,261427
2918,4,3,1,22,6.1,656779
1645,2,2,1,27,6.0,687520
1059,3,1,1,16,8.2,421125
2498,3,2,2,2,7.5,481940
1445,3,2,2,4,7.8,318852
2823,4,2,2,12,9.3,246250
1966,4,1,2,18,9.8,212104
3393,4,3,2,14,9.5,487873
2681,5,2,2,17,6.2,460210
1671,3,3,1,3,7.1,592561
1084,4,1,1,7,7.8,250858
1090,5,3,2,17,7.4,443777
2063,5,2,2,15,6.3,249953
1757,5,1,1,13,6.2,534588
3226,5,2,2,29,6.4,233380
2610,5,3,1,6,7.8,634398
3342,3,1,2,26,7.8,239189
3628,5,3,2,2,8.6,599067
3427,4,2,1,19,6.2,402676
1551,2,1,1,1,9.7,566278
1127,2,2,1,12,6.1,652144
1013,3,3,2,23,8.4,227256
2187,3,3,1,20,8.0,569128
1486,2,3,2,8,5.5,344545
2915,3,1,2,5,6.0,164571
1359,3,3,2,3,9.1,260266
1331,4,2,2,18,9.7,477437
3032,4,3,1,19,7.2,624476
2846,5,3,2,12,9.7,201011
2444,4,1,1,2,5.0,600168
2106,3,2,1,11,7.7,433125
3251,4,1,2,9,9.2,430359
3739,4,1,1,16,8.0,156500
3210,4,1,1,2,9.3,548009
2978,3,3,2,20,5.9,291494
1080,4,3,1,4,6.3,199415
1540,5,3,1,2,5.5,374899
3441,4,1,1,14,5.5,604294
2893,3,2,2,8,8.5,341710
1008,3,3,2,19,5.4,556472
1145,4,2,2,11,8.7,452288
2776,3,1,2,15,8.7,580467
1236,4,3,2,12,5.3,472586
2244,5,1,2,13,5.6,580897
2689,2,3,2,11,6.5,561415
1101,2,1,2,25,5.3,163820
2723,3,2,2,21,9.1,317446
2403,2,2,2,26,7.3,581083
2017,5,3,2,21,5.1,323044
2083,5,2,2,1,8.8,548737
2210,4,2,2,1,7.1,268702
3572,3,3,1,2,7.2,518111
3945,3,1,1,15,9.3,653932
2307,3,3,2,29,7.3,629934
1522,4,2,2,4,9.0,443797
2987,5,2,2,3,7.0,614459
2981,5,1,1,12,5.4,620373
1784,3,2,1,15,6.7,248178
3684,4,3,2,25,5.3,634054
3560,2,3,1,5,6.0,169581
3055,3,2,1,26,8.8,182753
3713,2,3,2,25,6.2,220732
3115,4,1,1,7,5.5,430325
2851,2,3,2,11,6.7,320639
3420,3,1,1,22,7.9,500614
1511,2,2,2,20,6.3,668205
3468,3,3,2,5,8.9,364354
3476,2,3,2,25,10.0,646975
3673,2,1,1,23,8.2,320882
2782,2,1,2,15,8.4,284292
3559,2,1,1,7,5.8,366805
3671,3,3,1,5,9.1,348972
2962,2,2,2,14,5.3,177869
3116,2,2,2,9,9.6,408493
1091,5,1,1,28,6.6,231133
1781,2,3,1,14,6.3,498657
3985,5,1,2,12,5.5,699536
1328,3,1,2,18,7.7,562336
3694,2,2,1,23,5.3,213470
2374,2,2,2,14,7.4,226971
2164,3,1,1,9,9.1,206210
1610,2,3,1,16,8.8,411736
2923,5,1,2,9,5.5,542691
3280,5,3,2,3,7.4,286748
3309,4,3,1,25,9.4,246952
2463,2,1,2,15,8.5,159162
3973,4,1,1,16,5.3,194724
2717,2,1,2,11,6.0,501242
1278,5,3,1,20,9.6,652876
1357,2,1,1,15,8.3,460292
3583,3,3,1,12,8.9,674182
1251,4,3,1,17,7.7,696914
1932,2,3,1,25,5.5,465585
1187,5,3,2,15,7.4,627701
3438,5,2,1,11,7.6,197456
1344,2,3,1,28,7.2,216857
2612,5,1,2,29,9.9,218824
2041,2,1,2,26,6.4,208483
2631,5,1,1,14,6.3,222353
2584,2,3,1,5,7.2,253204
3673,2,1,1,10,7.6,516382
3924,5,3,2,17,6.6,239163
1956,4,1,1,17,9.9,394076
2663,3,3,1,22,5.6,654098
3570,3,2,1,11,9.9,527020
1797,4,2,2,29,9.6,208124
1865,3,2,1,13,9.7,476053
2897,3,3,1,7,6.9,422468
2264,5,2,2,20,8.0,549089
2549,4,2,1,13,7.9,215313
1275,3,2,2,25,8.0,336529
1041,2,1,1,9,5.3,504887
2228,3,3,2,25,9.1,254650
3099,3,3,2,24,6.8,436279
2131,2,1,1,27,9.6,632795
3192,5,3,1,12,5.9,518396
3802,4,1,1,11,7.9,502938
2550,5,3,2,13,8.0,305150
1676,2,3,2,21,5.1,181075
2156,4,1,2,7,6.0,407943
1303,5,3,1,29,7.4,168416
2920,2,3,1,19,8.0,557436
3981,4,1,1,23,5.4,539929
1254,5,3,1,29,6.5,250326
1459,2,2,2,28,7.7,171798
3860,2,1,2,20,8.4,697961
2605,2,2,1,17,9.2,609089
1360,4,3,2,2,8.8,280036
1494,5,2,2,25,8.9,287972
2808,4,2,2,22,6.4,184309
2296,4,3,1,6,6.6,316731
2802,3,3,1,25,8.1,598553
3967,3,1,1,4,5.9,588992
3991,2,3,2,24,9.5,624668
2603,5,2,2,7,8.6,203502
3322,2,3,1,12,5.3,543890
3142,2,3,2,7,8.8,425902
2823,2,2,1,19,7.6,428212
3474,2,1,2,14,9.7,453706
3095,3,1,1,5,7.5,647835
1993,2,2,2,10,7.9,405297
2354,3,1,1,27,9.2,465665
3156,5,2,1,19,9.6,318858
2055,3,1,1,4,9.5,696235
1595,2,3,2,4,7.8,678793
1147,4,3,1,13,8.1,355990
3835,5,2,1,18,5.0,472478
3855,3,3,2,9,7.9,184869
2959,3,1,1,29,5.9,627420
3621,4,1,2,16,7.9,617574
1609,3,1,1,29,9.9,255693
3292,4,1,2,9,6.7,374763
1438,2,3,2,21,8.6,633210
2146,2,1,1,3,7.4,352453
3535,2,1,1,21,8.4,178085
3238,3,1,1,19,9.2,234533
3252,4,3,2,16,8.6,504329
1912,5,1,1,1,6.4,404143
1080,4,1,1,16,9.3,663869
3558,3,3,2,20,9.9,267733
2158,4,1,1,13,9.6,386392
2476,3,3,1,22,8.0,604273
1813,3,1,1,22,9.4,275763
3554,3,2,2,19,5.8,632844
2694,5,1,1,27,6.0,378493
1588,2,1,2,8,6.3,228202
2915,5,1,1,27,8.9,395054
1693,4,1,2,19,6.2,154829
1602,4,2,2,23,8.6,423210
2426,5,2,2,10,9.2,436174
1632,5,3,2,1,6.0,295693
2154,3,3,1,18,7.7,177288
3286,2,3,2,6,9.2,225005
1281,3,2,2,13,5.4,197350
3573,3,2,2,17,8.0,574141
2983,3,3,1,2,6.0,492781
3779,4,3,1,8,9.4,219372
3622,5,2,2,4,9.4,413235
3341,4,1,1,29,8.0,255264
1941,2,3,1,26,6.8,605516
1107,3,3,1,17,8.9,172688
1504,3,3,1,3,6.4,523630
1837,4,1,1,2,9.1,427098
2017,5,2,2,5,6.0,502183
2841,3,1,1,17,5.6,649064
2049,2,1,2,13,8.4,380058
1268,2,1,1,29,8.6,456335
3886,5,2,2,3,6.5,514980
3991,2,2,1,1,6.2,171936
1765,3,1,2,20,9.6,159485
1073,4,1,1,11,5.3,683079
3954,4,2,2,24,8.0,599844
3632,3,3,2,10,9.0,648700
1474,3,2,2,19,9.8,233991
2168,4,1,1,5,8.7,226533
2375,5,2,2,4,9.0,295478
1766,5,1,1,5,9.6,422304
3342,2,2,2,14,7.2,442152
2200,2,3,2,27,5.3,655840
2724,2,3,2,8,6.2,229780
1518,5,2,2,16,10.0,433755
1966,2,1,1,7,5.9,368778
1631,5,3,1,21,6.2,353682
1513,5,1,2,27,7.0,543788
3415,3,3,2,2,9.4,324903
2215,2,2,1,21,9.0,637825
2661,4,2,2,29,8.0,274942
2301,5,3,1,7,7.5,319670
1814,4,2,1,1,8.4,626126
2792,4,2,1,14,5.9,284928
2684,4,2,2,22,7.9,513780
1340,2,3,2,6,7.5,352491
2570,4,1,2,14,7.9,548373
3289,2,1,1,8,9.0,584246
3926,2,2,1,27,8.3,624654
2950,3,1,1,27,9.6,206736
3715,4,1,2,23,8.0,464788
3788,2,1,2,14,6.3,577622
2609,2,3,1,21,7.0,220726
2588,4,1,2,9,6.8,419017
1919,4,1,1,21,8.5,526425
1318,5,1,2,23,8.3,479078
1048,4,2,2,17,6.4,495204
3023,5,2,2,25,9.6,660923
2467,4,2,1,13,5.2,556681
2323,3,2,1,13,9.4,202850
1653,5,3,2,14,7.0,648191
1504,2,2,1,12,9.8,616588
1367,2,2,2,5,9.4,265004
2017,4,3,1,25,7.9,351525
1777,5,3,2,8,5.5,384072
1997,2,3,1,5,8.6,621297
2570,2,1,1,27,8.6,399662
2862,3,3,1,11,8.2,211996
2449,3,1,1,14,6.3,387910
2061,5,3,2,6,8.3,285715
1006,2,2,2,5,5.9,300983
1597,3,3,1,9,8.7,283584
2027,4,3,2,24,7.9,455148
3123,5,3,1,19,5.0,239037
3461,3,1,2,4,7.7,433906
3126,3,2,2,2,6.4,491209
1723,4,3,1,27,7.7,365213
2306,5,1,1,3,8.1,601950
3411,4,2,1,5,8.2,420151
3815,5,3,2,13,5.3,423038
1080,3,3,1,25,6.1,183204
2187,5,1,1,4,9.0,231868
2588,5,1,2,20,5.4,401373
